uid,time,ip,url,success,method,ua,ref,data
945,"2016-08-20 02:40:24",1.171.249.162,vip163mx01.mxmail.netease.com:25,0,CONNECT,,,
1202,"2016-08-24 22:47:49",1.171.249.233,vip163mx00.mxmail.netease.com:25,0,CONNECT,,,
2553,"2016-09-13 16:09:20",101.199.108.118,/d3/worldMap_timeline/style.css,0,GET,"Mozilla/5.0 (Linux; U; Android 5.0.2; zh-CN; Redmi Note 3 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 OPR/11.2.3.102637 Mobile Safari/537.36",http://120.76.195.65/cdc_zika.html,
2554,"2016-09-13 16:09:24",101.199.108.118,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Linux; U; Android 5.0.2; zh-CN; Redmi Note 3 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 OPR/11.2.3.102637 Mobile Safari/537.36",http://120.76.195.65/cdc_zika.html,
2412,"2016-09-10 19:59:59",101.199.112.51,/mysql/load_more.vb,1,POST,"Mozilla/5.0 (Linux; U; Android 5.0.2; zh-CN; Redmi Note 3 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 OPR/11.2.3.102637 Mobile Safari/537.36",http://120.76.195.65/,"[""[page, 1]"",""[key, -1]""]"
1198,"2016-08-24 20:49:17",101.200.215.149,/manager/html,0,GET,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",,
1509,"2016-08-29 22:19:21",101.200.215.149,/manager/html,0,GET,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",,
1935,"2016-09-03 11:15:23",101.200.215.149,/manager/html,0,GET,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",,
1499,"2016-08-29 15:15:27",101.200.78.64,/admin,0,GET,,,
1131,"2016-08-22 22:34:42",101.201.79.133,/phpmyadmin,0,GET,"Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)",http://120.76.195.65/phpmyadmin,
1133,"2016-08-23 01:09:42",101.201.79.133,/phpmyadmin,0,GET,"Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)",http://120.76.195.65/phpmyadmin,
1023,"2016-08-21 14:27:04",101.201.79.226,/,0,OPTIONS,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.0 Safari/537.36",,
1130,"2016-08-22 22:00:11",101.201.79.226,/phpmyadmin,0,GET,"Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)",http://120.76.195.65/phpmyadmin,
1132,"2016-08-22 23:19:03",101.201.79.226,/phpmyadmin,0,GET,"Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)",http://120.76.195.65/phpmyadmin,
2276,"2016-09-07 14:36:19",101.226.33.221,/about.html,0,GET,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",,
1157,"2016-08-23 12:31:39",101.226.66.180,/views/news.vb?word=florida,1,GET,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.101 Safari/537.36",,
1156,"2016-08-23 12:28:40",101.226.68.215,/views/news.vb?word=florida,1,GET,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_0 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko) Version/4.0.5 Mobile/8A293 Safari/6531.22.7",,
2590,"2016-09-13 16:17:30",101.227.131.246,/d3/worldMap_timeline/style.css,0,GET,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4",http://120.76.195.65/cdc_zika.html,
2592,"2016-09-13 16:17:31",101.227.131.246,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H143 Safari/600.1.4",http://120.76.195.65/cdc_zika.html,
1904,"2016-09-02 05:11:40",104.216.4.237,http://104.216.4.237:8653/?rands=_681399347232249285635296,0,GET,"Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",,
1773,"2016-09-01 01:01:55",104.223.226.162,/user/login,0,GET,"python-requests/2.7.0 CPython/2.7.8 Windows/2003Server",,
1774,"2016-09-01 01:02:47",104.223.226.162,/user/login,0,GET,"python-requests/2.7.0 CPython/2.7.8 Windows/2003Server",,
2286,"2016-09-07 14:39:06",106.120.160.109,/about.html,0,GET,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)",http://120.76.195.65/about.html,
1748,"2016-08-31 13:37:37",106.186.18.111,/,0,OPTIONS,,,
1749,"2016-08-31 13:38:56",106.186.18.111,/Http/DataLayCfg.xml,0,GET,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",,
1752,"2016-08-31 13:38:57",106.186.18.111,/www/start.html,0,GET,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",,
1755,"2016-08-31 13:39:10",106.186.18.111,/jenkins,0,GET,"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0; 360-cn-agent)",,
1631,"2016-08-30 03:07:04",106.186.18.199,/,0,OPTIONS,,,
1632,"2016-08-30 03:07:09",106.186.18.199,/,0,OPTIONS,,,
1633,"2016-08-30 03:09:03",106.186.18.199,/RemoteControl.html,0,GET,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",,
2409,"2016-09-10 19:58:13",106.38.63.131,/mysql/load_more.vb,1,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/,"[""[page, 1]"",""[key, -1]""]"
2410,"2016-09-10 19:58:19",106.38.63.131,/d3/worldMap_timeline/style.css,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2411,"2016-09-10 19:58:21",106.38.63.131,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2562,"2016-09-13 16:15:53",106.38.63.131,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2569,"2016-09-13 16:15:59",106.38.63.131,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2570,"2016-09-13 16:16:02",106.38.63.131,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc/zika/geo_report.vbs,
2573,"2016-09-13 16:16:08",106.38.63.131,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,
2574,"2016-09-13 16:16:25",106.38.63.131,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2580,"2016-09-13 16:16:26",106.38.63.131,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2581,"2016-09-13 16:16:29",106.38.63.131,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2582,"2016-09-13 16:16:30",106.38.63.131,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2593,"2016-09-13 16:17:54",106.38.63.131,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://127.0.0.1:4000/,
2646,"2016-09-14 01:13:15",106.38.63.131,/d3/worldMap_timeline/style.css,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2647,"2016-09-14 01:13:18",106.38.63.131,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2648,"2016-09-14 01:13:23",106.38.63.131,/mysql/country_count.vb,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/worldMap.html,
2650,"2016-09-14 01:13:24",106.38.63.131,/mysql/word_links.json,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/d3/index.html,
2670,"2016-09-15 15:53:26",106.38.63.131,/mysql/load_more.vb,1,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/,"[""[page, 1]"",""[key, -1]""]"
2671,"2016-09-15 15:53:27",106.38.63.131,/d3/worldMap_timeline/style.css,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2672,"2016-09-15 15:53:29",106.38.63.131,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2673,"2016-09-15 15:53:34",106.38.63.131,/mysql/country_count.vb,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/worldMap.html,
2676,"2016-09-15 15:53:35",106.38.63.131,/mysql/virus_timeline.vb,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/d3/multiple_line.html,
2677,"2016-09-15 15:53:51",106.38.63.131,/views/news.vb?date=2016-09-14&vir=Ebola,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/d3/multiple_line.html,
2678,"2016-09-15 15:53:52",106.38.63.131,/views/piechart/country_views.vb?date=2016-09-14&vir=Ebola,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?date=2016-09-14&vir=Ebola,
2679,"2016-09-15 15:53:53",106.38.63.131,/mysql/views/country_pie.vb?date=2016-09-14&data_src=2,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/piechart/country_views.vb?date=2016-09-14&vir=Ebola,
2731,"2016-09-17 22:08:00",106.38.63.131,/views/news.vb?word=new,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/d3/index.html,
2732,"2016-09-17 22:08:01",106.38.63.131,/views/trends.vb?word=new,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2734,"2016-09-17 22:08:02",106.38.63.131,/mysql/datetime_count.vb?word=new&data_src=2,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/trends.vb?word=new,
2735,"2016-09-17 22:08:07",106.38.63.131,/mysql/news.vb?key=new&uid=x&page=2,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2736,"2016-09-17 22:08:10",106.38.63.131,/mysql/news.vb?key=new&uid=x&page=3,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2737,"2016-09-17 22:08:12",106.38.63.131,/mysql/news.vb?key=new&uid=x&page=4,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2738,"2016-09-17 22:08:14",106.38.63.131,/mysql/news.vb?key=new&uid=x&page=5,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2739,"2016-09-17 22:08:15",106.38.63.131,/mysql/news.vb?key=new&uid=x&page=6,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2740,"2016-09-17 22:08:16",106.38.63.131,/mysql/news.vb?key=new&uid=x&page=7,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2741,"2016-09-17 22:08:17",106.38.63.131,/mysql/news.vb?key=new&uid=x&page=8,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2742,"2016-09-17 22:08:18",106.38.63.131,/mysql/news.vb?key=new&uid=x&page=9,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2743,"2016-09-17 22:08:19",106.38.63.131,/mysql/news.vb?key=new&uid=x&page=10,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2744,"2016-09-17 22:08:20",106.38.63.131,/mysql/news.vb?key=new&uid=x&page=11,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2745,"2016-09-17 22:08:22",106.38.63.131,/mysql/news.vb?key=new&uid=x&page=12,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2746,"2016-09-17 22:08:44",106.38.63.131,/about.html,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=new,
2413,"2016-09-10 20:28:55",106.38.63.133,/mysql/load_more.vb,1,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/,"[""[page, 1]"",""[key, -1]""]"
2414,"2016-09-10 20:29:01",106.38.63.133,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2421,"2016-09-10 20:29:30",106.38.63.133,/d3/worldMap_timeline/style.css,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2422,"2016-09-10 20:29:33",106.38.63.133,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2423,"2016-09-10 20:29:38",106.38.63.133,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2430,"2016-09-10 20:29:47",106.38.63.133,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2431,"2016-09-10 20:29:50",106.38.63.133,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc/zika/geo_report.vbs,
2432,"2016-09-10 20:29:57",106.38.63.133,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2439,"2016-09-10 20:31:26",106.38.63.133,/mysql/virus_timeline.vb,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/d3/multiple_line.html,
2442,"2016-09-10 20:31:27",106.38.63.133,/mysql/word_links.json,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/d3/index.html,
2443,"2016-09-10 20:31:34",106.38.63.133,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2449,"2016-09-10 20:31:45",106.38.63.133,/mysql/datetime_count.vb?data_src=2,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/timeline.html,
2451,"2016-09-10 20:31:49",106.38.63.133,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2471,"2016-09-12 13:48:41",106.38.63.133,/mysql/load_more.vb,1,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/,"[""[page, 1]"",""[key, -1]""]"
2472,"2016-09-12 13:48:45",106.38.63.133,/d3/worldMap_timeline/style.css,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2473,"2016-09-12 13:48:48",106.38.63.133,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2474,"2016-09-12 13:48:53",106.38.63.133,/mysql/virus_timeline.vb,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/d3/multiple_line.html,
2476,"2016-09-12 13:48:54",106.38.63.133,/mysql/datetime_count.vb?data_src=2,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/timeline.html,
2478,"2016-09-12 13:58:49",106.38.63.133,/about.html,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/data_views.html,
2479,"2016-09-12 13:58:50",106.38.63.133,/about.html,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2511,"2016-09-13 15:45:54",106.38.63.133,/mysql/virus_timeline.vb,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/d3/multiple_line.html,
2512,"2016-09-13 15:45:55",106.38.63.133,/mysql/country_count.vb,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/worldMap.html,
2526,"2016-09-13 15:47:23",106.38.63.133,/views/news.vb?word=pregnant,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/d3/index.html,
2527,"2016-09-13 15:47:25",106.38.63.133,/views/trends.vb?word=pregnant,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=pregnant,
2529,"2016-09-13 15:47:26",106.38.63.133,/mysql/datetime_count.vb?word=pregnant&data_src=2,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/trends.vb?word=pregnant,
2530,"2016-09-13 15:47:32",106.38.63.133,/mysql/news.vb?key=pregnant&uid=x&page=2,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?word=pregnant,
2531,"2016-09-13 15:47:48",106.38.63.133,/views/news.vb?country=USA,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/worldMap.html,
2532,"2016-09-13 15:47:49",106.38.63.133,/views/trends.vb?country=USA,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/news.vb?country=USA,
2534,"2016-09-13 15:47:51",106.38.63.133,/mysql/datetime_count.vb?country=USA&data_src=2,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/views/trends.vb?country=USA,
2535,"2016-09-13 15:47:58",106.38.63.133,/mysql/load_more.vb,1,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/index.html,"[""[page, 1]"",""[key, -1]""]"
2536,"2016-09-13 15:48:00",106.38.63.133,/d3/worldMap_timeline/style.css,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2537,"2016-09-13 15:48:02",106.38.63.133,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2547,"2016-09-13 16:06:58",106.38.63.133,/d3/worldMap_timeline/style.css,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2551,"2016-09-13 16:07:00",106.38.63.133,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc_zika.html,
2587,"2016-09-13 16:16:49",106.38.63.133,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",,
2594,"2016-09-13 16:18:39",106.38.63.133,/cdc/zika/geo_report.vbs,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",,
2595,"2016-09-13 16:18:41",106.38.63.133,/favicon.ico,0,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/cdc/zika/geo_report.vbs,
2597,"2016-09-13 16:37:01",106.38.63.133,/mysql/load_more.vb,1,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/,"[""[page, 1]"",""[key, -1]""]"
2598,"2016-09-13 16:37:05",106.38.63.133,/mysql/virus_timeline.vb,1,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.8 Safari/537.36",http://120.76.195.65/d3/multiple_line.html,
