"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name"
"608","689.33333333","interact_with","PWY0-1319 (interact_with) PWY-5668","false","interact_with","PWY0-1319 (interact_with) PWY-5668"
"609","3060.0","INCOMING","PWY0-1319 (INCOMING) PWY-6284","false","INCOMING","PWY0-1319 (INCOMING) PWY-6284"
"610","186.0","Contains","PWY-6284 (Contains) PWY-6282","false","Contains","PWY-6284 (Contains) PWY-6282"
"611","21.0","Contains","PWY-6284 (Contains) PWY0-862","false","Contains","PWY-6284 (Contains) PWY0-862"
"612","353.0","Contains","PWY-6284 (Contains) PWY-5973","false","Contains","PWY-6284 (Contains) PWY-5973"
"613","3818.0","interact_with","PWY-6284 (interact_with) PWY-5971","false","interact_with","PWY-6284 (interact_with) PWY-5971"
"614","3060.0","interact_with","PWY-6284 (interact_with) PWY0-1319","false","interact_with","PWY-6284 (interact_with) PWY0-1319"
"615","3060.0","interact_with","PWY-6284 (interact_with) PWY0-1319","false","interact_with","PWY-6284 (interact_with) PWY0-1319"
"616","4.0","Contains","PWY0-845 (Contains) PYRIDOXSYN-PWY","false","Contains","PWY0-845 (Contains) PYRIDOXSYN-PWY"
"617","4.0","Contains","PWY0-845 (Contains) PLPSAL-PWY","false","Contains","PWY0-845 (Contains) PLPSAL-PWY"
"618","356.0","Contains","PWY-6897 (Contains) PWY-6910","false","Contains","PWY-6897 (Contains) PWY-6910"
"619","708.0","interact_with","PWY-6910 (interact_with) PWY-6893","false","interact_with","PWY-6910 (interact_with) PWY-6893"
"620","477.13333333","interact_with","PWY-6892 (interact_with) TYRSYN","false","interact_with","PWY-6892 (interact_with) TYRSYN"
"621","99.3","interact_with","PWY-6892 (interact_with) PWY-6894","false","interact_with","PWY-6892 (interact_with) PWY-6894"
"622","123.1","INCOMING","PWY-6892 (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","PWY-6892 (INCOMING) AIR-BIOSYNTHESIS"
"623","9.13333333","interact_with","PWY-6894 (interact_with) PWY-6890","false","interact_with","PWY-6894 (interact_with) PWY-6890"
"624","99.3","interact_with","PWY-6894 (interact_with) PWY-6892","false","interact_with","PWY-6894 (interact_with) PWY-6892"
"625","85.26666667","INCOMING","PWY-6890 (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","PWY-6890 (INCOMING) AIR-BIOSYNTHESIS"
"626","237.61666667","interact_with","PWY-6907 (interact_with) PWY-6890","false","interact_with","PWY-6907 (interact_with) PWY-6890"
"627","119.38333333","interact_with","PWY-6907 (interact_with) PWY-6891","false","interact_with","PWY-6907 (interact_with) PWY-6891"
"628","42.5","interact_with","PWY-6893 (interact_with) PWY-6891","false","interact_with","PWY-6893 (interact_with) PWY-6891"
"629","101.0","interact_with","PWY-6893 (interact_with) PWY-6890","false","interact_with","PWY-6893 (interact_with) PWY-6890"
"630","42.5","interact_with","PWY-6891 (interact_with) PWY-6893","false","interact_with","PWY-6891 (interact_with) PWY-6893"
"631","111.8","INCOMING","PWY-6891 (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","PWY-6891 (INCOMING) AIR-BIOSYNTHESIS"
"632","241.76666667","Contains","PWY-6895 (Contains) PWY-6890","false","Contains","PWY-6895 (Contains) PWY-6890"
"633","12.68333333","Contains","PWY-6895 (Contains) PWY-6892","false","Contains","PWY-6895 (Contains) PWY-6892"
"634","105.98333333","Contains","PWY-6895 (Contains) PWY-6894","false","Contains","PWY-6895 (Contains) PWY-6894"
"635","913.5","Contains","PWY-6895 (Contains) PWY-6893","false","Contains","PWY-6895 (Contains) PWY-6893"
"636","382.08333333","Contains","PWY-6895 (Contains) PWY-6891","false","Contains","PWY-6895 (Contains) PWY-6891"
"637","167.86666667","INCOMING","PWY-6895 (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","PWY-6895 (INCOMING) AIR-BIOSYNTHESIS"
"638","1955.65","interact_with","PWY-6895 (interact_with) TYRSYN","false","interact_with","PWY-6895 (interact_with) TYRSYN"
"639","342.08333333","Contains","THISYN-PWY (Contains) PWY-6890","false","Contains","THISYN-PWY (Contains) PWY-6890"
"640","27.68333333","Contains","THISYN-PWY (Contains) PWY-6892","false","Contains","THISYN-PWY (Contains) PWY-6892"
"641","148.28333333","Contains","THISYN-PWY (Contains) PWY-6894","false","Contains","THISYN-PWY (Contains) PWY-6894"
"642","120.03333333","INCOMING","THISYN-PWY (INCOMING) AIR-BIOSYNTHESIS","false","INCOMING","THISYN-PWY (INCOMING) AIR-BIOSYNTHESIS"
"643","2311.77490842","interact_with","THISYN-PWY (interact_with) TYRSYN","false","interact_with","THISYN-PWY (interact_with) TYRSYN"
"644","100.39166667","interact_with","PWY-6147 (interact_with) PWY-6125","false","interact_with","PWY-6147 (interact_with) PWY-6125"
"645","356.0","interact_with","PWY-6613 (interact_with) PWY-2161","false","interact_with","PWY-6613 (interact_with) PWY-2161"
"646","151.35833333","interact_with","PWY-6614 (interact_with) PWY-6543","false","interact_with","PWY-6614 (interact_with) PWY-6543"
"647","10.0","interact_with","PWY-6614 (interact_with) PWY-2161","false","interact_with","PWY-6614 (interact_with) PWY-2161"
"648","6.0","interact_with","PWY-6614 (interact_with) PWY-2201","false","interact_with","PWY-6614 (interact_with) PWY-2201"
"649","32.64166667","interact_with","PWY-6614 (interact_with) PWY-6147","false","interact_with","PWY-6614 (interact_with) PWY-6147"
"650","447.55833333","interact_with","PWY-6543 (interact_with) ARO-PWY","false","interact_with","PWY-6543 (interact_with) ARO-PWY"
"651","151.35833333","interact_with","PWY-6543 (interact_with) PWY-6614","false","interact_with","PWY-6543 (interact_with) PWY-6614"
"652","582.81202964","INCOMING","PWY-6125 (INCOMING) IMP-BIOSYNTHESIS","false","INCOMING","PWY-6125 (INCOMING) IMP-BIOSYNTHESIS"
"653","356.0","interact_with","PWY-6125 (interact_with) PWY-6620","false","interact_with","PWY-6125 (interact_with) PWY-6620"
"654","276.25","Contains","PWY-6612 (Contains) PWY-6147","false","Contains","PWY-6612 (Contains) PWY-6147"
"655","174.0","Contains","PWY-6612 (Contains) PWY-6614","false","Contains","PWY-6612 (Contains) PWY-6614"
"656","47.8","Contains","PWY-6612 (Contains) PWY-6543","false","Contains","PWY-6612 (Contains) PWY-6543"
"657","698.0","interact_with","PWY-6612 (interact_with) PWY-2161","false","interact_with","PWY-6612 (interact_with) PWY-2161"
"658","350.0","interact_with","PWY-6612 (interact_with) PWY-2201","false","interact_with","PWY-6612 (interact_with) PWY-2201"
"659","5000.91199634","interact_with","PWY-6612 (interact_with) ARO-PWY","false","interact_with","PWY-6612 (interact_with) ARO-PWY"
"660","3704.01199634","interact_with","PWY-6612 (interact_with) PWY-6125","false","interact_with","PWY-6612 (interact_with) PWY-6125"
"661","178.66666667","interact_with","PWY-5509 (interact_with) P381-PWY","false","interact_with","PWY-5509 (interact_with) P381-PWY"
"662","178.66666667","interact_with","PWY-5509 (interact_with) PWY-5507","false","interact_with","PWY-5509 (interact_with) PWY-5507"
"663","700.66666667","interact_with","P381-PWY (interact_with) PWY-5188","false","interact_with","P381-PWY (interact_with) PWY-5188"
"664","178.66666667","Contains","P381-PWY (Contains) PWY-5508","false","Contains","P381-PWY (Contains) PWY-5508"
"665","700.66666667","interact_with","PWY-5507 (interact_with) PWY-5188","false","interact_with","PWY-5507 (interact_with) PWY-5188"
"666","178.66666667","Contains","PWY-5507 (Contains) PWY-5509","false","Contains","PWY-5507 (Contains) PWY-5509"
"667","178.66666667","interact_with","PWY-5508 (interact_with) P381-PWY","false","interact_with","PWY-5508 (interact_with) P381-PWY"
"668","178.66666667","interact_with","PWY-5508 (interact_with) PWY-5507","false","interact_with","PWY-5508 (interact_with) PWY-5507"
"669","8.0","interact_with","PWY-7147 (interact_with) PWY0-1507","false","interact_with","PWY-7147 (interact_with) PWY0-1507"
"670","6.0","interact_with","PWY-6519 (interact_with) PWY0-1507","false","interact_with","PWY-6519 (interact_with) PWY0-1507"
"671","8.0","interact_with","PWY-6578 (interact_with) PWY0-1507","false","interact_with","PWY-6578 (interact_with) PWY0-1507"
"672","6.0","interact_with","PWY0-1507 (interact_with) PWY-6519","false","interact_with","PWY0-1507 (interact_with) PWY-6519"
"673","8.0","interact_with","PWY0-1507 (interact_with) PWY-6578","false","interact_with","PWY0-1507 (interact_with) PWY-6578"
"674","2.0","Contains","BIOTIN-BIOSYNTHESIS-PWY (Contains) PWY-6519","false","Contains","BIOTIN-BIOSYNTHESIS-PWY (Contains) PWY-6519"
"675","6.0","Contains","BIOTIN-BIOSYNTHESIS-PWY (Contains) PWY0-1507","false","Contains","BIOTIN-BIOSYNTHESIS-PWY (Contains) PWY0-1507"
"676","2.0","Contains","PWY-4041 (Contains) GLUTATHIONESYN-PWY","false","Contains","PWY-4041 (Contains) GLUTATHIONESYN-PWY"
"677","6.0","interact_with","PWY-6708 (interact_with) PWY-5783","false","interact_with","PWY-6708 (interact_with) PWY-5783"
"678","342.0","interact_with","HEME-BIOSYNTHESIS-II (interact_with) PWY-5189","false","interact_with","HEME-BIOSYNTHESIS-II (interact_with) PWY-5189"
"679","64.0","interact_with","HEME-BIOSYNTHESIS-II (interact_with) PWY-5188","false","interact_with","HEME-BIOSYNTHESIS-II (interact_with) PWY-5188"
"680","354.0","interact_with","PWY0-1415 (interact_with) PWY-5188","false","interact_with","PWY0-1415 (interact_with) PWY-5188"
"681","2.0","Contains","PWY0-1415 (Contains) HEMESYN2-PWY","false","Contains","PWY0-1415 (Contains) HEMESYN2-PWY"
"682","354.0","interact_with","HEMESYN2-PWY (interact_with) PWY-5188","false","interact_with","HEMESYN2-PWY (interact_with) PWY-5188"
"683","3300.0","Contains","PWY-5918 (Contains) PWY-5188","false","Contains","PWY-5918 (Contains) PWY-5188"
"684","1320.0","Contains","PWY-5918 (Contains) HEME-BIOSYNTHESIS-II","false","Contains","PWY-5918 (Contains) HEME-BIOSYNTHESIS-II"
"685","4920.0","INCOMING","PWY-5918 (INCOMING) GLUTAMATE-SYN","false","INCOMING","PWY-5918 (INCOMING) GLUTAMATE-SYN"
"686","8.0","Contains","PWY-5920 (Contains) PWY-5189","false","Contains","PWY-5920 (Contains) PWY-5189"
"687","700.0","Contains","PWY-5920 (Contains) HEME-BIOSYNTHESIS-II","false","Contains","PWY-5920 (Contains) HEME-BIOSYNTHESIS-II"
"688","356.0","INCOMING","PWY-5920 (INCOMING) GLYCINE-SYN","false","INCOMING","PWY-5920 (INCOMING) GLYCINE-SYN"
"689","356.0","interact_with","CHLOROPHYLL-SYN (interact_with) PWY-5188","false","interact_with","CHLOROPHYLL-SYN (interact_with) PWY-5188"
"690","356.0","interact_with","PWY-7159 (interact_with) PWY-5188","false","interact_with","PWY-7159 (interact_with) PWY-5188"
"691","16.0","interact_with","PWY-5194 (interact_with) PWY-5189","false","interact_with","PWY-5194 (interact_with) PWY-5189"
"692","358.0","interact_with","PWY-5194 (interact_with) PWY-5188","false","interact_with","PWY-5194 (interact_with) PWY-5188"
"693","350.0","Contains","UBISYN-PWY (Contains) PWY-6708","false","Contains","UBISYN-PWY (Contains) PWY-6708"
"694","872.0","interact_with","UBISYN-PWY (interact_with) ARO-PWY","false","interact_with","UBISYN-PWY (interact_with) ARO-PWY"
"695","178.0","Contains","UBISYN-PWY (Contains) PWY-5783","false","Contains","UBISYN-PWY (Contains) PWY-5783"
"696","872.0","interact_with","PWY-6263 (interact_with) ARO-PWY","false","interact_with","PWY-6263 (interact_with) ARO-PWY"
"697","356.0","Contains","PWY-6263 (Contains) MENAQUINONESYN-PWY","false","Contains","PWY-6263 (Contains) MENAQUINONESYN-PWY"
"698","184.0","Contains","PWY-6263 (Contains) PWY-5783","false","Contains","PWY-6263 (Contains) PWY-5783"
"699","14.0","interact_with","PWY-5651 (interact_with) PWY-5653","false","interact_with","PWY-5651 (interact_with) PWY-5653"
"700","14.0","interact_with","PWY-5653 (interact_with) PWY-5651","false","interact_with","PWY-5653 (interact_with) PWY-5651"
"701","14.0","Contains","NADSYN-PWY (Contains) PWY-5651","false","Contains","NADSYN-PWY (Contains) PWY-5651"
"702","2.0","Contains","NADSYN-PWY (Contains) PWY-5653","false","Contains","NADSYN-PWY (Contains) PWY-5653"
"703","2.0","Contains","NAD-BIOSYNTHESIS-II (Contains) PWY3O-4106","false","Contains","NAD-BIOSYNTHESIS-II (Contains) PWY3O-4106"
"704","356.0","interact_with","PWY0-501 (interact_with) PWY-5971","false","interact_with","PWY0-501 (interact_with) PWY-5971"
"705","2.0","interact_with","PWY-5794 (interact_with) PWY-5796","false","interact_with","PWY-5794 (interact_with) PWY-5796"
"706","2.0","interact_with","PWY-5796 (interact_with) PWY-5794","false","interact_with","PWY-5796 (interact_with) PWY-5794"
"707","5216.0","interact_with","PWY-5971 (interact_with) NAGLIPASYN-PWY","false","interact_with","PWY-5971 (interact_with) NAGLIPASYN-PWY"
"708","356.0","OUTGOING","PWY-5971 (OUTGOING) PWY0-501","false","OUTGOING","PWY-5971 (OUTGOING) PWY0-501"
"709","498.0","OUTGOING","PWY-5971 (OUTGOING) PWY0-862","false","OUTGOING","PWY-5971 (OUTGOING) PWY0-862"
"710","6080.0","interact_with","NAGLIPASYN-PWY (interact_with) UDPNAGSYN-PWY","false","interact_with","NAGLIPASYN-PWY (interact_with) UDPNAGSYN-PWY"
"711","708.0","interact_with","NAGLIPASYN-PWY (interact_with) KDOSYN-PWY","false","interact_with","NAGLIPASYN-PWY (interact_with) KDOSYN-PWY"
"712","5216.0","interact_with","NAGLIPASYN-PWY (interact_with) PWY-5971","false","interact_with","NAGLIPASYN-PWY (interact_with) PWY-5971"
"713","356.0","interact_with","KDO-LIPASYN-PWY (interact_with) KDOSYN-PWY","false","interact_with","KDO-LIPASYN-PWY (interact_with) KDOSYN-PWY"
"714","708.0","interact_with","KDOSYN-PWY (interact_with) NAGLIPASYN-PWY","false","interact_with","KDOSYN-PWY (interact_with) NAGLIPASYN-PWY"
"715","708.0","interact_with","KDOSYN-PWY (interact_with) NAGLIPASYN-PWY","false","interact_with","KDOSYN-PWY (interact_with) NAGLIPASYN-PWY"
"716","356.0","interact_with","KDOSYN-PWY (interact_with) KDO-LIPASYN-PWY","false","interact_with","KDOSYN-PWY (interact_with) KDO-LIPASYN-PWY"
"717","2829.74241285","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) GLUTSYN-PWY","false","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) GLUTSYN-PWY"
"718","1540.8462777","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) ALANINE-VALINESYN-PWY"
"719","356.0","INCOMING","PEPTIDOGLYCANSYN-PWY (INCOMING) PWY-5785","false","INCOMING","PEPTIDOGLYCANSYN-PWY (INCOMING) PWY-5785"
"720","2325.66666667","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) UDPNAGSYN-PWY","false","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) UDPNAGSYN-PWY"
"721","1489.61048747","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) DAPLYSINESYN-PWY","false","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) DAPLYSINESYN-PWY"
"722","1540.8462777","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PEPTIDOGLYCANSYN-PWY (interact_with) ALANINE-VALINESYN-PWY"
"723","5.0","Contains","PEPTIDOGLYCANSYN-PWY (Contains) PWY-6387","false","Contains","PEPTIDOGLYCANSYN-PWY (Contains) PWY-6387"
"724","1525.51294437","interact_with","PWY-6385 (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PWY-6385 (interact_with) ALANINE-VALINESYN-PWY"
"725","1427.14273855","INCOMING","PWY-6385 (INCOMING) DAPLYSINESYN-PWY","false","INCOMING","PWY-6385 (INCOMING) DAPLYSINESYN-PWY"
"726","1525.51294437","interact_with","PWY-6385 (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PWY-6385 (interact_with) ALANINE-VALINESYN-PWY"
"727","2303.66666667","interact_with","PWY-6385 (interact_with) UDPNAGSYN-PWY","false","interact_with","PWY-6385 (interact_with) UDPNAGSYN-PWY"
"728","2718.60799727","interact_with","PWY-6385 (interact_with) AMMASSIM-PWY","false","interact_with","PWY-6385 (interact_with) AMMASSIM-PWY"
"729","5.0","Contains","PWY-6385 (Contains) PWY-6387","false","Contains","PWY-6385 (Contains) PWY-6387"
"730","1509.17961103","interact_with","PWY-6387 (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PWY-6387 (interact_with) ALANINE-VALINESYN-PWY"
"731","1393.9438208","interact_with","PWY-6387 (interact_with) DAPLYSINESYN-PWY","false","interact_with","PWY-6387 (interact_with) DAPLYSINESYN-PWY"
"732","2280.66666667","interact_with","PWY-6387 (interact_with) UDPNAGSYN-PWY","false","interact_with","PWY-6387 (interact_with) UDPNAGSYN-PWY"
"733","1509.17961103","interact_with","PWY-6387 (interact_with) ALANINE-VALINESYN-PWY","false","interact_with","PWY-6387 (interact_with) ALANINE-VALINESYN-PWY"
"734","2649.07574618","interact_with","PWY-6387 (interact_with) GLUTSYN-PWY","false","interact_with","PWY-6387 (interact_with) GLUTSYN-PWY"
"735","6.0","INCOMING","PWY-6655 (INCOMING) GLUC1PURIDYLTRANS-RXN","false","INCOMING","PWY-6655 (INCOMING) GLUC1PURIDYLTRANS-RXN"
"736","6.0","INCOMING","PWY-6655 (INCOMING) UGD-RXN","false","INCOMING","PWY-6655 (INCOMING) UGD-RXN"
"737","6.0","interact_with","PWY-6655 (interact_with) PWY-5659","false","interact_with","PWY-6655 (interact_with) PWY-5659"
"738","2882.25338346","interact_with","ENTNER-DOUDOROFF-PWY (interact_with) PYRUVDEHYD-PWY","false","interact_with","ENTNER-DOUDOROFF-PWY (interact_with) PYRUVDEHYD-PWY"
"739","356.0","interact_with","PWY-5530 (interact_with) ENTNER-DOUDOROFF-PWY","false","interact_with","PWY-5530 (interact_with) ENTNER-DOUDOROFF-PWY"
"740","2.0","interact_with","PWY0-1182 (interact_with) TRESYN-PWY","false","interact_with","PWY0-1182 (interact_with) TRESYN-PWY"
"741","2.0","interact_with","TRESYN-PWY (interact_with) PWY0-1182","false","interact_with","TRESYN-PWY (interact_with) PWY0-1182"
"742","356.0","Contains","PWY-6142 (Contains) CODH-PWY","false","Contains","PWY-6142 (Contains) CODH-PWY"
"743","708.0","interact_with","PWY-6142 (interact_with) ALANINE-SYN2-PWY","false","interact_with","PWY-6142 (interact_with) ALANINE-SYN2-PWY"
"744","708.0","Contains","OANTIGEN-PWY (Contains) UDPNAGSYN-PWY","false","Contains","OANTIGEN-PWY (Contains) UDPNAGSYN-PWY"
"745","356.0","Contains","OANTIGEN-PWY (Contains) DTDPRHAMSYN-PWY","false","Contains","OANTIGEN-PWY (Contains) DTDPRHAMSYN-PWY"
"746","8645.89069264","interact_with","TRPSYN-PWY (interact_with) GLNSYN-PWY","false","interact_with","TRPSYN-PWY (interact_with) GLNSYN-PWY"
"747","8334.94583618","interact_with","TRPSYN-PWY (interact_with) ARO-PWY","false","interact_with","TRPSYN-PWY (interact_with) ARO-PWY"
"748","5144.22349054","interact_with","TRPSYN-PWY (interact_with) SERSYN-PWY","false","interact_with","TRPSYN-PWY (interact_with) SERSYN-PWY"
"749","356.0","INCOMING","PROSYN-PWY (INCOMING) GLUTAMATE-SYN","false","INCOMING","PROSYN-PWY (INCOMING) GLUTAMATE-SYN"
"750","2636.49752747","interact_with","TYRSYN (interact_with) ARO-PWY","false","interact_with","TYRSYN (interact_with) ARO-PWY"
"751","52.2","OUTGOING","TYRSYN (OUTGOING) PHESYN","false","OUTGOING","TYRSYN (OUTGOING) PHESYN"
"752","173.8","interact_with","PHESYN (interact_with) ARO-PWY","false","interact_with","PHESYN (interact_with) ARO-PWY"
"753","52.2","OUTGOING","PHESYN (OUTGOING) TYRSYN","false","OUTGOING","PHESYN (OUTGOING) TYRSYN"
"754","23.0","Contains","THRESYN-PWY (Contains) HOMOSER-THRESYN-PWY","false","Contains","THRESYN-PWY (Contains) HOMOSER-THRESYN-PWY"
"755","333.0","Contains","THRESYN-PWY (Contains) HOMOSERSYN-PWY","false","Contains","THRESYN-PWY (Contains) HOMOSERSYN-PWY"
"756","2.0","interact_with","GLUTORN-PWY (interact_with) ARGSYN-PWY","false","interact_with","GLUTORN-PWY (interact_with) ARGSYN-PWY"
"757","356.0","interact_with","PWY-6755 (interact_with) SAM-PWY","false","interact_with","PWY-6755 (interact_with) SAM-PWY"
"758","356.0","Contains","PWY-6151 (Contains) SAM-PWY","false","Contains","PWY-6151 (Contains) SAM-PWY"
"759","269.5","interact_with","HSERMETANA-PWY (interact_with) PWY-5344","false","interact_with","HSERMETANA-PWY (interact_with) PWY-5344"
"760","1829.67364244","interact_with","HOMOSER-METSYN-PWY (interact_with) HOMOSERSYN-PWY","false","interact_with","HOMOSER-METSYN-PWY (interact_with) HOMOSERSYN-PWY"
"761","1864.51787803","interact_with","HOMOSER-METSYN-PWY (interact_with) CYSTSYN-PWY","false","interact_with","HOMOSER-METSYN-PWY (interact_with) CYSTSYN-PWY"
"762","194.1740454","Contains","PWY-5345 (Contains) SO4ASSIM-PWY","false","Contains","PWY-5345 (Contains) SO4ASSIM-PWY"
"763","59.29365079","Contains","PWY-5345 (Contains) PWY-5344","false","Contains","PWY-5345 (Contains) PWY-5344"
"764","326.20579143","Contains","PWY-5345 (Contains) HOMOSERSYN-PWY","false","Contains","PWY-5345 (Contains) HOMOSERSYN-PWY"
"765","86.5","Contains","PWY-5345 (Contains) HSERMETANA-PWY","false","Contains","PWY-5345 (Contains) HSERMETANA-PWY"
"766","144.86190476","Contains","PWY-5347 (Contains) HOMOSERSYN-PWY","false","Contains","PWY-5347 (Contains) HOMOSERSYN-PWY"
"767","211.13809524","Contains","PWY-5347 (Contains) HOMOSER-METSYN-PWY","false","Contains","PWY-5347 (Contains) HOMOSER-METSYN-PWY"
"768","144.86190476","Contains","METSYN-PWY (Contains) HOMOSERSYN-PWY","false","Contains","METSYN-PWY (Contains) HOMOSERSYN-PWY"
"769","211.13809524","Contains","METSYN-PWY (Contains) HOMOSER-METSYN-PWY","false","Contains","METSYN-PWY (Contains) HOMOSER-METSYN-PWY"
"770","2193.52904814","OUTGOING","DAPLYSINESYN-PWY (OUTGOING) HOMOSERSYN-PWY","false","OUTGOING","DAPLYSINESYN-PWY (OUTGOING) HOMOSERSYN-PWY"
"771","274.16666667","interact_with","LEUSYN-PWY (interact_with) VALSYN-PWY","false","interact_with","LEUSYN-PWY (interact_with) VALSYN-PWY"
"772","617.23058345","interact_with","HOMOSER-THRESYN-PWY (interact_with) HOMOSERSYN-PWY","false","interact_with","HOMOSER-THRESYN-PWY (interact_with) HOMOSERSYN-PWY"
"773","331.23058345","interact_with","HOMOSER-THRESYN-PWY (interact_with) ILEUSYN-PWY","false","interact_with","HOMOSER-THRESYN-PWY (interact_with) ILEUSYN-PWY"
"774","331.23058345","interact_with","ILEUSYN-PWY (interact_with) HOMOSER-THRESYN-PWY","false","interact_with","ILEUSYN-PWY (interact_with) HOMOSER-THRESYN-PWY"
"775","3.0","Contains","PWY-3001 (Contains) HOMOSER-THRESYN-PWY","false","Contains","PWY-3001 (Contains) HOMOSER-THRESYN-PWY"
"776","618.23058345","Contains","PWY-3001 (Contains) HOMOSERSYN-PWY","false","Contains","PWY-3001 (Contains) HOMOSERSYN-PWY"
"777","311.23058345","Contains","PWY-3001 (Contains) ILEUSYN-PWY","false","Contains","PWY-3001 (Contains) ILEUSYN-PWY"
"778","1335.23809524","INCOMING","HISTSYN-PWY (INCOMING) PRPP-BIOSYNTHESIS","false","INCOMING","HISTSYN-PWY (INCOMING) PRPP-BIOSYNTHESIS"
"779","1133.4047619","interact_with","HISTSYN-PWY (interact_with) IMP-BIOSYNTHESIS","false","interact_with","HISTSYN-PWY (interact_with) IMP-BIOSYNTHESIS"
"780","354.0","interact_with","GLYSYN-PWY (interact_with) SERSYN-PWY","false","interact_with","GLYSYN-PWY (interact_with) SERSYN-PWY"
"781","2779.92228298","Contains","AMMASSIM-PWY (Contains) GLNSYN-PWY","false","Contains","AMMASSIM-PWY (Contains) GLNSYN-PWY"
"782","8.0","Contains","AMMASSIM-PWY (Contains) GLUTSYN-PWY","false","Contains","AMMASSIM-PWY (Contains) GLUTSYN-PWY"
"783","5655.58351561","interact_with","GLNSYN-PWY (interact_with) GLUTAMATE-SYN","false","interact_with","GLNSYN-PWY (interact_with) GLUTAMATE-SYN"
"784","5529.57573479","interact_with","GLUTSYN-PWY (interact_with) GLNSYN-PWY","false","interact_with","GLUTSYN-PWY (interact_with) GLNSYN-PWY"
"785","877.90476614","interact_with","PWY-5344 (interact_with) HOMOSERSYN-PWY","false","interact_with","PWY-5344 (interact_with) HOMOSERSYN-PWY"
"786","100.75341048","interact_with","PWY-5344 (interact_with) SO4ASSIM-PWY","false","interact_with","PWY-5344 (interact_with) SO4ASSIM-PWY"
"787","237.66666667","interact_with","HOMOCYSDEGR-PWY (interact_with) METHIONINE-DEG1-PWY","false","interact_with","HOMOCYSDEGR-PWY (interact_with) METHIONINE-DEG1-PWY"
"788","1007.94500646","interact_with","HOMOCYSDEGR-PWY (interact_with) PWY-5344","false","interact_with","HOMOCYSDEGR-PWY (interact_with) PWY-5344"
"789","1054.08137009","interact_with","HOMOCYSDEGR-PWY (interact_with) SERSYN-PWY","false","interact_with","HOMOCYSDEGR-PWY (interact_with) SERSYN-PWY"
"790","220.43340548","Contains","SULFATE-CYS-PWY (Contains) SO4ASSIM-PWY","false","Contains","SULFATE-CYS-PWY (Contains) SO4ASSIM-PWY"
"791","390.87784993","Contains","SULFATE-CYS-PWY (Contains) SERSYN-PWY","false","Contains","SULFATE-CYS-PWY (Contains) SERSYN-PWY"
"792","147.77777778","Contains","SULFATE-CYS-PWY (Contains) CYSTSYN-PWY","false","Contains","SULFATE-CYS-PWY (Contains) CYSTSYN-PWY"
"793","3292.83093719","interact_with","SERSYN-PWY (interact_with) CYSTSYN-PWY","false","interact_with","SERSYN-PWY (interact_with) CYSTSYN-PWY"
"794","354.0","interact_with","SERSYN-PWY (interact_with) GLYSYN-PWY","false","interact_with","SERSYN-PWY (interact_with) GLYSYN-PWY"
"795","5144.22349054","interact_with","SERSYN-PWY (interact_with) TRPSYN-PWY","false","interact_with","SERSYN-PWY (interact_with) TRPSYN-PWY"
"796","118.33333333","Contains","PWY-6292 (Contains) METHIONINE-DEG1-PWY","false","Contains","PWY-6292 (Contains) METHIONINE-DEG1-PWY"
"797","53.86363636","Contains","PWY-6292 (Contains) HOMOCYSDEGR-PWY","false","Contains","PWY-6292 (Contains) HOMOCYSDEGR-PWY"
"798","416.46969697","interact_with","PWY-6292 (interact_with) SERSYN-PWY","false","interact_with","PWY-6292 (interact_with) SERSYN-PWY"
"799","352.0","Contains","PANTOSYN-PWY (Contains) PANTO-PWY","false","Contains","PANTOSYN-PWY (Contains) PANTO-PWY"
"800","3.0","Contains","PANTOSYN-PWY (Contains) COA-PWY","false","Contains","PANTOSYN-PWY (Contains) COA-PWY"
"801","3.0","Contains","PANTOSYN-PWY (Contains) PWY-5155","false","Contains","PANTOSYN-PWY (Contains) PWY-5155"
"802","2076.0","interact_with","PANTO-PWY (interact_with) VALSYN-PWY","false","interact_with","PANTO-PWY (interact_with) VALSYN-PWY"
"803","353.0","interact_with","PANTO-PWY (interact_with) COA-PWY","false","interact_with","PANTO-PWY (interact_with) COA-PWY"
"804","356.0","INCOMING","PANTO-PWY (INCOMING) BETA-ALANINE-BIOSYNTHESIS","false","INCOMING","PANTO-PWY (INCOMING) BETA-ALANINE-BIOSYNTHESIS"
