align$name,queryName,align$alignment_name,query,subject
L26617_[M+H]+,./lxy-CID30.mzXML,L26617_[M+H]+#./lxy-CID30.mzXML#2193,"60.4572219848633,0.00168614470230357 72.1115112304688,0.00228612668674489 86.2073974609375,1 87.2394943237305,0.000900217950434628 88.1330871582031,0.000322043468755679 90.9172821044922,0.00555023704383759 101.154647827148,0.00374042079389396 114.165832519531,0.00966781667681189 115.133880615234,0.00948666628091074","86,1 87.1,0.003 89.1,0.001"
L14253_[M+H]+,./lxy-CID30.mzXML,L14253_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","53.046,0.0070793 55.021,0.0502046 55.057,0.075729 56.053,0.0138988 57.061,0.0194843 58.046,0.0023381 59.051,0.0030525 62.932,0.0175359 67.06,0.0023381 69.072,0.0252647 73.03,0.0077288 73.066,0.0085731 86.1,0.0554004"
L14258_[M+H]+,./lxy-CID30.mzXML,L14258_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","69.073,0.0265925 86.099,1 132.106,0.11434"
L14260_[M+H]+,./lxy-CID30.mzXML,L14260_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","86.099,0.6193986 132.104,1"
L14265_[M+H]+,./lxy-CID30.mzXML,L14265_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","55.058,0.0040848 56.053,0.0042097 57.059,0.0206739 58.067,0.0218869 59.052,0.0028362 62.931,0.0014805 67.058,0.004834 69.073,0.5043078 71.075,0.0012486 73.067,0.0067427 86.099,1"
L14269_[M+H]+,./lxy-CID30.mzXML,L14269_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","55.057,0.004112 57.072,0.0016375 58.068,0.0010674 62.933,0.0044031 69.073,0.0405255 73.066,0.005046 86.099,1 132.104,0.0013464"
L14285_[M+H]+,./lxy-CID30.mzXML,L14285_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","86.099,1 132.106,0.1358701"
L17499_[M+H]+,./lxy-CID30.mzXML,L17499_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","55.2,0.04257529 56.1,0.01298027 57.2,0.05919003 58.1,0.03530633 59.1,0.02699896 67,0.03322949 68,0.00986501 69.3,1 73,0.03063344 86.2,0.84319834 97.1,0.00830737 98,0.12149533 99.9,0.00415369 115.1,0.00674974"
L17506_[M+H]+,./lxy-CID30.mzXML,L17506_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","50.2,0.00649804 54.8,0.00021481 58.8,0.00026851 67.6,0.00016111 68.8,0.00048333 70.7,0.00053703 73.2,0.00053703 74.3,0.00059073 77.8,0.00053703 83,0.00171849 86.2,0.97094678 97,0.00408141 100,0.00526288 113.9,0.00107406 115.3,0.1529456 132.1,1 150.4,0.00107406"
L17518_[M+H]+,./lxy-CID30.mzXML,L17518_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","55.2,0.08815903 56.1,0.00864304 57.2,0.04580812 59,0.03457217 66.9,0.00864304 69,0.1426102 72.8,0.0207433 73.8,0.01210026 83.3,0.01210026 86.2,1 88.1,0.02506482 96.9,0.00605013 115,0.18236819"
L17618_[M+H]+,./lxy-CID30.mzXML,L17618_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","55.1,0.00444079 57.1,0.00082237 58.3,0.00074013 59.3,0.00402961 67.2,0.00106908 69.2,0.17787829 70.8,0.00123355 73.1,0.00501645 73.9,0.00041118 79.1,0.00049342 81.9,0.00098684 82.9,0.00057566 86.2,1 97,0.01332237 98,0.04539474 99.9,0.00230263 114.3,0.00271382 115.3,0.04819079 132.1,0.00715461"
L17696_[M+H]+,./lxy-CID30.mzXML,L17696_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","50,0.04149473 69.1,0.00703041 73,0.00091701 74.2,0.00099343 78.1,0.00519639 82.2,0.00168119 83.2,0.00137552 83.5,0.00030567 86.2,0.96301391 95.2,0.00114626 96.8,0.00466147 98.2,0.0087116 99.8,0.00519639 114.2,0.0043558 115.3,0.27907688 132.1,1 150.5,0.00076418"
L17772_[M+H]+,./lxy-CID30.mzXML,L17772_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","55.2,0.00452192 57.5,0.00080228 59.1,0.00423018 66.6,0.0002188 69.2,0.01531617 71.1,0.00109401 72.2,0.00065641 72.9,0.00357377 74.1,0.00094814 78.8,0.0004376 83.3,0.0027715 86.2,1 88.3,0.00072934 95.3,0.0002188 97,0.01006491 99.9,0.00204216 114,0.00072934 115.1,0.06717234 132,0.01064838"
L17893_[M+H]+,./lxy-CID30.mzXML,L17893_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","55,0.00512096 59,0.00341397 61.3,0.00029431 67.3,0.00041203 69.2,0.07434222 71.3,0.00123609 72.2,0.00100065 72.9,0.00423804 79.1,0.00058862 83.2,0.00182471 86.2,1 87.2,0.00023545 97.1,0.01018306 100,0.00258991 114.2,0.00100065 115.1,0.01436223 132.1,0.00517982"
L18002_[M+H]+,./lxy-CID30.mzXML,L18002_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","55.1,0.00038574 59.3,0.00049595 69.2,0.00325123 71.1,0.00104701 72.9,0.00038574 73.2,0.00060616 77.8,0.00247975 82.1,0.00082658 83,0.00473908 86.2,1 90.9,0.00027553 97,0.00468397 100.2,0.00506971 103.8,0.00027553 113.8,0.00225933 115.3,0.0996859 132.1,0.86174023 150,0.00077148"
L18003_[M+H]+,./lxy-CID30.mzXML,L18003_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","55.2,0.04976201 56.9,0.00389442 59.1,0.01471225 67.2,0.01211597 69.1,0.54305495 72.7,0.0064907 79.9,0.00389442 82.8,0.00389442 86.2,1 97.3,0.00605798 100.2,0.00519256 115,0.00865426"
L18084_[M+H]+,./lxy-CID30.mzXML,L18084_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","55.1,0.28169014 67,0.04577465 69.2,0.68661972 69.7,0.01056338 86,0.54577465 182.3,0.02464789"
L20023_[M+H]+,./lxy-CID30.mzXML,L20023_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","69.0716,0.33733934 86.0972,1 97.9536,0.0947755 98.9638,0.29711234 115.9675,0.24002671 124.9671,0.18277416"
L20096_[M+H]+,./lxy-CID30.mzXML,L20096_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","69.0706,0.06774194 86.0954,1 88.0034,0.02211385 99.5113,0.02482732 115.9657,0.04409867 132.1024,0.0571537"
L20223_[M+H]+,./lxy-CID30.mzXML,L20223_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","69.0709,0.17628299 86.0954,1 132.1024,0.09472141"
L25116_[M+H]+,./lxy-CID30.mzXML,L25116_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","86.096558,0.60643922 132.102493,1"
L25118_[M+H]+,./lxy-CID30.mzXML,L25118_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","86.096542,0.87369575 132.102463,1"
L25122_[M+H]+,./lxy-CID30.mzXML,L25122_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","86.096588,1 132.102554,0.99390541"
L25125_[M+H]+,./lxy-CID30.mzXML,L25125_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","69.070274,0.07687752 86.096565,1"
L25131_[M+H]+,./lxy-CID30.mzXML,L25131_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","69.07032,0.06708522 86.096596,1 132.102432,0.01743506"
L25137_[M+H]+,./lxy-CID30.mzXML,L25137_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","69.070229,0.08169027 86.096519,1"
L25142_[M+H]+,./lxy-CID30.mzXML,L25142_[M+H]+#./lxy-CID30.mzXML#2713,"58.3848037719727,0.00169736411210332 60.2378921508789,0.00222963284743492 69.3189392089844,0.0010277378716263 70.2593231201172,0.000873069705629576 73.3372650146484,0.00102323919980651 74.1348419189453,0.00421489183030257 86.1584320068359,1 86.9862365722656,0.00112148322753804 88.5659484863281,0.0015483930045139 90.0963592529297,0.00863423638023391 91.1455993652344,0.00594629048441385 104.325958251953,0.00463299900455242 114.114822387695,0.0179108403044719 115.093307495117,0.00854340149779778","86.09655,1 132.102509,0.59799775"
